Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2017_q3,,Cystoscopy,,Zone 1,Valley Regional,2017,3,44,172,41,174
2018_q3,,Aneurysm Repair,,Total,Provincial,2018,3,28,737,48,124
12month_rolling,,Shoulder Arthroplasty,,Zone 3,Cape Breton Regional,2018,3,150,186,,
2017_q1,,Bowel Resection,,Zone 4,QE2,2017,1,19,70,37,240
12month_rolling,,Hernia Repair - Umbilical,,Zone 3,St. Marthas Regional,2018,3,35,80,131,272
2017_q1,,Tear Duct Surgery,,Total,Provincial,2017,1,62,196,,
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Joy, Edward",,,,,33,84,43,72
12month_rolling,,Hysteroscopy,,Total,Provincial,2018,3,40,147,43,115
12month_rolling,Urology,Bladder Surgery,"Rent, Kenneth",,,,,23,44,19,37
2017_q1,,Aneurysm Repair,,Zone 1,Valley Regional,2017,1,,,44,57
12month_rolling,,Tendon / Ligament Repair,,Zone 1,South Shore Regional,2018,3,65,278,59,147
2018_q2,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2018,2,33,116,68,308
12month_rolling,Otolaryngology (ENT),Laryngology and Vocal Cord Surgery,"Corsten, P Gerard",,,,,44,157,90,128
12month_rolling,,Adrenal Surgery,,Zone 4,QE2,2018,3,16,30,69,122
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Brooks, Melissa",,,,,57,133,52,127
2018_q3,,Cystoscopy,,Zone 4,QE2,2018,3,34,133,40,141
2016_q4,,Breast Reconstruction,,Zone 4,QE2,2016,4,79,379,55,192
2018_q3,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2018,3,42,157,39,372
2018_q3,,Knee Replacement - Partial,,Total,Provincial,2018,3,276,542,190,443
2018_q3,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2018,3,51,97,84,232
2017_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2017,3,149,179,75,142
12month_rolling,,Hernia Repair - Ventral,,Zone 1,South Shore Regional,2018,3,32,41,35,50
2018_q3,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2018,3,60,152,37,55
2018_q3,,Knee Scope,,Zone 1,Valley Regional,2018,3,116,455,87,105
2018_q3,,Gallbladder Surgery,,Total,Provincial,2018,3,39,153,48,158
2018_q2,,Back Surgery  (Adult),,Zone 4,QE2,2018,2,71,296,72,196
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Pediatric),"Doucet, Jean-Charles",,,,,147,147,126,263
2016_q4,,Male Reproductive System Surgery,,Zone 4,QE2,2016,4,39,208,62,250
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Dahrab, Mishari M",,,,,234,1052,134,791
2017_q1,,Hysterectomy  (Cancer Not Suspected),,Total,Provincial,2017,1,50,183,69,167
12month_rolling,Plastic Surgery,Breast Reconstruction,"LeBlanc, Martin",,,,,74,429,82,269
12month_rolling,Orthopaedic,Osteotomy,"Morash, Joel",,,,,,,209,357
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 4,QE2,2018,3,115,197,153,593
12month_rolling,,Hernia Repair - Laparoscopic Umbilical,,Zone 1,South Shore Regional,2018,3,40,175,49,75
12month_rolling,General Surgery,Male Reproductive System Surgery,"Romao, Rodrigo Luiz",,,,,47,64,155,251
2018_q2,,Bowel Resection,,Zone 1,Yarmouth Regional,2018,2,26,56,9,28
2018_q1,,Cystoscopy,,Zone 4,QE2,2018,1,50,603,46,150
2018_q3,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2018,3,60,229,44,107
12month_rolling,General Surgery,Gastric Surgery - Laparoscopic,"Hoogerboord, C Marius",,,,,166,917,176,413
12month_rolling,,Osteotomy,,Total,Provincial,2018,3,161,501,162,330
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"McPherson, John",,,,,55,74,60,99
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Umbilical,"Hoogerboord, C Marius",,,,,175,181,280,518
2017_q1,,Prostate Surgery,,Zone 4,QE2,2017,1,38,107,47,116
2017_q2,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2017,2,,,53,106
2018_q2,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2018,2,,,88,192
2017_q3,,Hand / Upper Extremity,,Zone 4,QE2,2017,3,62,230,76,210
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Taylor, S. Mark",,,,,14,39,23,363
2016_q3,,Hysteroscopy,,Zone 3,Cape Breton Regional,2016,3,28,67,,
2016_q4,,Pelvic Floor Repair,,Zone 1,Valley Regional,2016,4,143,147,60,96
2018_q1,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2018,1,,,10,25
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Abdul Kadir, Najeeb Ahmed",,,,,38,71,54,137
12month_rolling,,Hand / Upper Extremity,,Zone 1,South Shore Regional,2018,3,70,278,120,219
2017_q2,,Gallbladder Surgery,,Zone 4,QE2,2017,2,50,140,43,148
12month_rolling,Vascular Surgery,AV Fistula Creation/Closure,"Heisler, Benjamin",,,,,42,71,72,109
12month_rolling,Obstetrics/Gynaecology,All,"Scott, Stephanie",,,,,15,29,40,69
12month_rolling,General Surgery,Hernia Repair  (Adult),"Murdoch, John L",,,,,129,218,69,181
12month_rolling,General Surgery,Gallbladder Surgery,"Enright, Jonathan Boyde",,,,,145,536,99,281
12month_rolling,Urology,Kidney / Upper Urinary Tract,"Grantmyre, John E",,,,,74,216,60,91
2018_q1,,Lacrimal Duct Probing,,Zone 4,QE2,2018,1,116,215,39,110
3month_rolling,,Bowel Resection,,Total,Provincial,2018,3,20,90,28,105
3month_rolling,,Ear Tubes  (Adult),,Zone 4,Dartmouth General,2018,3,,,50,68
2018_q3,,Coronary Artery Bypass Graft,,Total,Provincial,2018,3,,,59,99
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Rudd, Michael W",,,,,58,91,34,200
2018_q3,,Prostate Surgery,,Zone 3,Cape Breton Regional,2018,3,10,35,45,103
3month_rolling,,Septoplasty,,Total,Provincial,2018,3,108,372,90,386
2018_q2,,Ear Tubes  (Pediatric),,Zone 1,Yarmouth Regional,2018,2,,,21,62
2016_q4,,Shoulder Surgery,,Zone 1,Valley Regional,2016,4,,,217,538
12month_rolling,,Orthopaedic Trauma,,Zone 3,St. Marthas Regional,2018,3,,,2,5
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2018,3,30,128,23,55
2017_q1,,Varicose Veins,,Total,Provincial,2017,1,114,298,,
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"Wallace, Timothy D",,,,,62,239,48,107
12month_rolling,,Aesthetic Surgery,,Zone 4,QE2,2018,3,184,497,176,413
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Butler, Clay K",,,,,16,38,20,27
3month_rolling,,Breast Cancer Surgery,,Zone 4,QE2,2018,3,20,35,13,15
12month_rolling,Orthopaedic,Knee Scope,"Wong, Ivan",,,,,175,432,184,882
12month_rolling,General Surgery,Gallbladder Surgery,"MacFarlane, David",,,,,39,64,44,215
12month_rolling,Orthopaedic,All,"Legay, Douglas A",,,,,75,195,104,307
2018_q2,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2018,2,,,42,147
3month_rolling,,Gallbladder Surgery,,Zone 1,Valley Regional,2018,3,55,143,52,184
3month_rolling,Ophthalmology,,,,,2018,3,,,77,246
2018_q2,,Knee Scope,,Zone 3,New Waterford,2018,2,74,110,67,99
2017_q1,,Cataract Surgery,,Zone 1,South Shore Regional,2017,1,111,173,105,176
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Chedrawy, Edgar",,,,,4,4,9,27
12month_rolling,General Surgery,Gallbladder Surgery,"Lapierre, Stephanie",,,,,20,184,33,76
2018_q3,,Cornea and External Disease,,Zone 4,QE2,2018,3,11,46,63,92
12month_rolling,Urology,Kidney Removal,"O'Malley, Padraic",,,,,71,222,40,91
12month_rolling,General Surgery,Hernia Repair - Ventral,"Smith, Philip Michael",,,,,20,22,125,151
12month_rolling,General Surgery,Bowel Resection,"Archibald, Alison",,,,,11,91,17,71
12month_rolling,Orthopaedic,Knee Replacement Revision,"Sequeira, Stanislaus",,,,,31,31,132,484
2018_q2,,Male Reproductive System Surgery,,Zone 3,Inverness Consolidated Memorial,2018,2,50,76,30,40
2018_q3,,Ear Tubes  (Pediatric),,Total,Provincial,2018,3,43,146,51,116
2018_q2,,Prostate Surgery,,Total,Provincial,2018,2,27,176,41,124
12month_rolling,,Orthopaedic Trauma,,Total,Provincial,2018,3,29,165,13,170
12month_rolling,Urology,All,"McCarthy, John Paul",,,,,17,24,44,208
12month_rolling,Orthopaedic,All,"Orlik, Benjamin",,,,,78,208,46,137
3month_rolling,,Bowel Resection,,Zone 1,South Shore Regional,2018,3,19,26,10,28
12month_rolling,Otolaryngology (ENT),All,"Trites, Jonathan R",,,,,29,315,37,421
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2018,2,58,87,46,83
2017_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2017,1,,,131,199
2018_q2,,Varicose Veins,,Total,Provincial,2018,2,38,69,,
2018_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2018,3,87,184,122,383
2017_q4,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2017,4,,,110,510
12month_rolling,General Surgery,Hernia Repair - Ventral,"Murdoch, John L",,,,,204,243,48,71
2017_q3,,Bladder Surgery,,Total,Provincial,2017,3,21,89,28,53
2017_q4,,Bowel Resection,,Total,Provincial,2017,4,20,97,27,95
2018_q1,,Liver Surgery,,Total,Provincial,2018,1,13,19,22,50
2018_q3,,Knee Replacement,,Zone 3,Cape Breton Regional,2018,3,78,208,106,302
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Incisional,"Enright, Jonathan Boyde",,,,,18,398,322,400
2018_q1,,Maxillofacial Deformity Surgery,,Total,Provincial,2018,1,91,229,147,514
12month_rolling,Thoracic Surgery,Lung Cancer Surgery,"French, Daniel Gerard",,,,,13,23,31,73
2017_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2017,4,29,64,42,106
2017_q4,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2017,4,62,187,73,167
12month_rolling,Obstetrics/Gynaecology,All,"Grimshaw, Robert N",,,,,12,20,38,61
2018_q3,,Vascular Bypass Surgery,,Zone 1,Valley Regional,2018,3,,,48,67
2018_q2,,Gastric Surgery - Laparoscopic,,Total,Provincial,2018,2,63,268,161,468
2018_q2,,Cataract Surgery,,Zone 1,Yarmouth Regional,2018,2,77,468,152,204
2018_q2,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2018,2,,,27,34
3month_rolling,,Hip Replacement,,Zone 4,Dartmouth General,2018,3,86,363,133,324
12month_rolling,,Pacemaker Insertion,,Total,Provincial,2018,3,8,20,15,43
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"MacDonald, Joseph Gerard",,,,,12,37,40,68
2017_q3,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2017,3,105,181,120,232
12month_rolling,General Surgery,Pacemaker Insertion,"Stoddart, Todd",,,,,8,20,15,43
12month_rolling,,Hysteroscopy,,Zone 4,Dartmouth General,2018,3,56,187,64,141
12month_rolling,General Surgery,Bowel Resection,"Joy, Edward",,,,,13,29,29,37
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2018,2,60,308,83,307
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Hong, Paul",,,,,43,71,36,75
12month_rolling,Oral Maxillofacial,Temperomandibular Joint Surgery (TMJ),"Davis, Benjamin",,,,,119,168,117,218
12month_rolling,Otolaryngology (ENT),Septoplasty,"MacDonald, Joseph Gerard",,,,,13,43,52,272
12month_rolling,Orthopaedic,Hip Arthroscopy,"Urquhart, Nathan Alexander",,,,,29,179,139,275
2018_q1,,Hernia Repair  (Adult),,Zone 3,Northside General,2018,1,,,17,30
2017_q2,,Colorectal Cancer Surgery,,Zone 1,Yarmouth Regional,2017,2,6,25,,
2017_q2,,Manipulation of Extremity,,Total,Provincial,2017,2,41,113,41,75
12month_rolling,Urology,Cystoscopy,"McCarthy, John Paul",,,,,17,24,39,160
2017_q3,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2017,3,47,144,68,273
12month_rolling,Orthopaedic,Foot - Osteotomy,"Glazebrook, Mark A",,,,,195,206,254,360
2017_q3,,Back Surgery  (Adult),,Total,Provincial,2017,3,93,316,88,162
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2018,3,51,125,118,226
12month_rolling,Orthopaedic,All,"Howatt, Eric",,,,,102,427,224,618
12month_rolling,Orthopaedic,Hip Arthroscopy,"Legay, Douglas A",,,,,77,176,178,307
2018_q1,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2018,1,75,152,60,270
12month_rolling,Orthopaedic,Knee Scope,"Clarke, Gregory",,,,,53,126,105,267
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Murphy, Nadia L",,,,,111,330,139,283
12month_rolling,Vascular Surgery,All,"Davidson, Dion",,,,,43,204,41,398
12month_rolling,Orthopaedic,Knee Replacement Revision,"O'Neill, Michelle E",,,,,87,148,70,105
2017_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 4,Dartmouth General,2017,3,76,176,,
2016_q3,,Maxillofacial Deformity Surgery,,Total,Provincial,2016,3,80,148,148,556
2016_q4,,Thyroid or Parathyroid Surgery,,Total,Provincial,2016,4,41,246,78,581
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Biddulph, Michael Paul",,,,,566,601,73,196
2018_q2,,Colorectal Cancer Surgery,,Total,Provincial,2018,2,18,77,22,48
2017_q2,,Hernia Repair - Incisional,,Zone 3,Cape Breton Regional,2017,2,94,106,,
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2018,3,12,58,23,98
2018_q3,,Carpal Tunnel Surgery,,Total,Provincial,2018,3,52,198,63,206
3month_rolling,,Nerve Surgery,,Zone 1,South Shore Regional,2018,3,49,74,,
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Coolen, Anna",,,,,566,1000,82,97
2018_q3,,Strabismus Surgery  (Pediatric),,IWK,IWK,2018,3,116,432,106,152
2018_q1,,Tendon / Ligament Repair,,Zone 4,Dartmouth General,2018,1,,,43,89
12month_rolling,General Surgery,All,"Hoogerboord, C Marius",,,,,160,246,146,463
2018_q2,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2018,2,24,56,79,161
12month_rolling,Vascular Surgery,Aneurysm Repair,"Davidson, Dion",,,,,32,340,54,93
2017_q4,,Hip Replacement,,Zone 4,QE2,2017,4,85,189,178,933
2018_q3,,Gallbladder Surgery,,Zone 2,Aberdeen Hospital,2018,3,41,121,62,119
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Pugh, Cheryl",,,,,32,49,69,91
2017_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 1,Valley Regional,2017,4,,,132,186
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Brodarec, Ivan",,,,,59,113,108,209
2017_q4,,Hip Replacement Revision,,Zone 4,QE2,2017,4,,,56,142
12month_rolling,Urology,Female Incontinence Surgery,"Butler, Trevor",,,,,,,183,640
12month_rolling,General Surgery,Hernia Repair  (Adult),"Clark, F Donald",,,,,82,147,94,181
2016_q4,,Brain Surgery  (Adult),,Total,Provincial,2016,4,23,228,31,122
12month_rolling,,Knee Replacement - Partial,,Zone 2,Aberdeen Hospital,2018,3,149,337,403,515
12month_rolling,Urology,Male Reproductive System Surgery,"Himmelman, Jeffrey George",,,,,50,50,94,203
2018_q3,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2018,3,,,343,511
2017_q2,,Nerve Surgery,,Total,Provincial,2017,2,32,142,25,146
12month_rolling,,Prostate Surgery,,Zone 4,Dartmouth General,2018,3,,,111,142
2017_q1,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2017,1,27,55,53,115
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Wasserman, Lukas",,,,,8,32,27,146
3month_rolling,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,Cape Breton Regional,2018,3,,,97,142
2018_q3,,Bowel Resection,,Zone 3,Cape Breton Regional,2018,3,27,91,15,41
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Butler, Clay K",,,,,96,229,60,329
12month_rolling,Cardiac Surgery,Varicose Veins,"Herman, Christine",,,,,13,13,56,84
2017_q2,,Thyroid or Parathyroid Surgery,,Total,Provincial,2017,2,46,182,72,365
2017_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2017,3,86,200,63,133
2018_q2,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2018,2,42,145,58,120
12month_rolling,Vascular Surgery,Colorectal Cancer Surgery,"Heisler, Benjamin",,,,,7,79,36,49
2018_q1,,Bowel Resection - Open,,Zone 4,QE2,2018,1,16,77,34,97
2017_q1,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2017,1,113,260,67,279
12month_rolling,Cardiac Surgery,All,"Hirsch, Gregory M",,,,,9,9,19,80
12month_rolling,General Surgery,Breast Cancer Surgery,"Butler, Clay K",,,,,11,76,15,52
2018_q2,,Hip Arthroscopy,,Zone 4,Dartmouth General,2018,2,102,282,192,343
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Kujath, Magdalena",,,,,75,213,34,82
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Johnston, David G",,,,,90,265,214,537
12month_rolling,General Surgery,All,"Yaffe, Paul",,,,,50,115,54,156
12month_rolling,Vascular Surgery,Bowel Resection - Open,"Heisler, Benjamin",,,,,7,7,32,49
2017_q1,,Pilonidal Cyst Surgery,,Total,Provincial,2017,1,48,103,60,144
2016_q3,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2016,3,97,149,144,496
12month_rolling,Urology,Prostate Surgery,"Asim, Hammad",,,,,13,20,23,64
2018_q3,,Hernia Repair - Incisional,,Zone 4,Dartmouth General,2018,3,,,225,348
2017_q3,,Shoulder Arthroscopy,,Zone 3,New Waterford,2017,3,,,77,157
2018_q3,,Pilonidal Cyst Surgery,,Total,Provincial,2018,3,78,263,79,94
2017_q2,,Shoulder Arthroscopy,,Total,Provincial,2017,2,63,239,81,259
2017_q3,,Septoplasty,,Zone 3,Cape Breton Regional,2017,3,50,199,36,145
2018_q2,,Hip Arthroscopy,,Zone 4,QE2,2018,2,203,1230,198,848
12month_rolling,General Surgery,Liver Surgery,"Porter, Geoffrey A",,,,,13,25,24,73
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Pugh, Cheryl",,,,,39,84,92,100
12month_rolling,Otolaryngology (ENT),Salivary Gland Surgery,"Wallace, Timothy D",,,,,37,56,29,41
12month_rolling,General Surgery,Carpal Tunnel Surgery,"Abdul Kadir, Najeeb Ahmed",,,,,29,76,49,77
12month_rolling,Urology,Cystoscopy,"Asim, Hammad",,,,,12,120,21,71
12month_rolling,,Hernia Repair - Laparoscopic Ventral,,Zone 4,QE2,2018,3,153,245,70,699
2018_q2,,Male Reproductive System Surgery,,Zone 4,QE2,2018,2,125,303,54,280
2018_q3,,Carpal Tunnel Surgery,,Zone 3,St. Marthas Regional,2018,3,59,531,74,207
12month_rolling,General Surgery,All,"Abdul Kadir, Najeeb Ahmed",,,,,31,85,48,116
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Kasi, Anushuya",,,,,36,90,65,120
2017_q3,,Tendon / Ligament Repair,,Zone 3,New Waterford,2017,3,34,168,9,14
2018_q1,,Shoulder Arthroscopy,,Total,Provincial,2018,1,57,247,86,353
12month_rolling,Urology,Male Reproductive System Surgery,"Grantmyre, John E",,,,,217,311,73,187
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Lapierre, Stephanie",,,,,14,213,41,102
12month_rolling,General Surgery,Hernia Repair - Umbilical,"McGibney, Kieron",,,,,25,161,89,173
12month_rolling,Dental,All,"Doyle, Ian M",,,,,15,28,168,236
2018_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 4,QE2,2018,2,9,16,35,53
2018_q2,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2018,2,105,357,53,210
12month_rolling,Vascular Surgery,Endarterectomy,"Smith, Matthew",,,,,19,23,21,37
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Proctor, Irma Joan",,,,,10,60,16,64
12month_rolling,General Surgery,Liver Surgery,"Gala Lopez, Boris",,,,,12,14,16,29
12month_rolling,General Surgery,Gastric Surgery,"Helyer, Lucy K",,,,,8,28,18,94
12month_rolling,,Bowel Resection - Open,,Zone 1,Valley Regional,2018,3,25,158,34,76
12month_rolling,Urology,Bladder Cancer Surgery,"O'Malley, Padraic",,,,,42,125,35,71
2016_q3,,Knee Replacement,,Total,Provincial,2016,3,108,295,271,800
2018_q2,,Shoulder Arthroscopy,,Zone 3,New Waterford,2018,2,,,36,122
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"O'Sullivan, Colleen M",,,,,60,66,239,292
2018_q2,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2018,2,62,198,61,405
2018_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2018,2,42,134,64,125
12month_rolling,Vascular Surgery,Carotid Endarterectomy,"Smith, Matthew",,,,,6,16,7,13
2018_q3,,Endometrial Ablation,,Total,Provincial,2018,3,42,373,49,119
12month_rolling,Urology,Male Circumcision  (Adult),"Bell, David G",,,,,103,197,104,162
12month_rolling,Neurosurgery,Brain Surgery  (Pediatric),"Walling, Simon",,,,,37,59,24,95
2018_q1,,Hernia Repair - Inguinal/Femoral,,Zone 3,Northside General,2018,1,,,18,103
2018_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 4,Dartmouth General,2018,2,38,280,,
2017_q4,,Bowel Resection - Laparoscopic,,Zone 4,QE2,2017,4,29,91,29,291
3month_rolling,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Marthas Regional,2018,3,44,178,125,168
2017_q2,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Zone 4,Dartmouth General,2017,2,48,56,,
12month_rolling,,Male Reproductive System Surgery,,Zone 1,Valley Regional,2018,3,102,361,171,470
3month_rolling,,Bowel Resection,,Zone 4,QE2,2018,3,13,69,27,153
2017_q4,,Aneurysm Repair,,Zone 1,Valley Regional,2017,4,,,52,93
12month_rolling,Otolaryngology (ENT),All,"MacDonald, Joseph Gerard",,,,,13,43,42,149
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Brennan, Michael",,,,,219,468,70,127
2016_q4,,Septoplasty,,Zone 4,Dartmouth General,2016,4,89,345,84,250
2016_q4,,Hernia Repair  (Adult),,Zone 4,QE2,2016,4,52,132,59,234
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Osasere, Michael",,,,,22,33,40,149
2017_q3,,Strabismus Surgery  (Pediatric),,Total,Provincial,2017,3,106,490,121,350
2017_q4,,Knee Replacement,,Zone 4,Dartmouth General,2017,4,395,474,243,530
12month_rolling,Urology,Prostate Surgery,"Chun, Samuel S",,,,,16,32,110,142
2017_q2,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2017,2,32,166,48,276
12month_rolling,General Surgery,Gallbladder Surgery,"Archibald, Alison",,,,,34,144,19,50
2018_q2,,Female Incontinence Surgery,,IWK,IWK,2018,2,164,257,97,183
