Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2015_q2,,Brain Surgery  (Adult),,Total,Provincial,2015,2,35,119,32,160
3month_rolling,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2017,3,57,253,69,156
2015_q2,,Bowel Resection,,Zone 4,Dartmouth General,2015,2,34,120,35,99
2017_q2,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2017,2,64,106,31,71
12month_rolling,Plastic Surgery,All,"LeBlanc, Martin",,,,,52,413,58,232
12month_rolling,General Surgery,Hernia Repair  (Adult),"Lefel, Oleg",,,,,34,72,44,148
2016_q1,,Prostate Surgery,,Zone 2,Colchester East Hants Health Centre,2016,1,75,104,87,122
12month_rolling,General Surgery,Bowel Resection,"Hassan, Abdalla",,,,,8,16,15,22
2015_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Northside General,2015,4,41,89,28,59
2016_q1,,Bladder Cancer Surgery,,Total,Provincial,2016,1,15,106,37,115
2017_q2,,Bowel Resection - Open,,Total,Provincial,2017,2,17,76,22,94
2016_q2,,Carpal Tunnel Surgery,,Zone 2,Aberdeen Hospital,2016,2,27,37,116,325
2017_q1,,Gallbladder Surgery,,Zone 3,St. Marthas Regional,2017,1,20,66,61,76
12month_rolling,General Surgery,Bowel Resection - Open,"Murphy, Christopher",,,,,17,38,16,45
12month_rolling,,Pilonidal Cyst Surgery,,Total,Provincial,2017,3,63,178,53,159
2016_q2,,Gallbladder Surgery,,Zone 3,Cape Breton Regional,2016,2,37,201,29,92
12month_rolling,,Male Reproductive System Surgery,,Zone 2,Aberdeen Hospital,2017,3,39,74,200,282
2017_q2,,Tendon / Ligament Repair,,Total,Provincial,2017,2,55,224,31,134
2016_q1,,Cleft Lip/Palate  (Pediatric),,Total,Provincial,2016,1,,,89,153
2015_q2,,Hip Arthroscopy,,Zone 4,Dartmouth General,2015,2,75,140,120,146
2016_q3,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2016,3,76,274,227,357
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Giacomantonio, Carman Anthony",,,,,12,18,40,80
12month_rolling,,AV Fistula Creation/Closure,,Total,Provincial,2017,3,26,66,28,64
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"Mills, Jessica Louise",,,,,,,41,76
2017_q2,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2017,2,33,39,18,48
2015_q2,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2015,2,89,145,99,183
12month_rolling,,Foot - Arthroplasty,,Total,Provincial,2017,3,121,325,115,302
12month_rolling,Obstetrics/Gynaecology,All,"Gilmour, Donna",,,,,110,415,154,530
12month_rolling,,Shoulder Arthroplasty,,Total,Provincial,2017,3,62,336,147,512
2016_q1,,Endarterectomy,,Total,Provincial,2016,1,28,48,29,95
2017_q1,,Breast Reduction Surgery,,Total,Provincial,2017,1,119,453,165,419
2017_q1,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2017,1,48,168,46,172
2015_q4,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2015,4,50,230,120,155
2016_q3,,Sacral Nerve Stimulation,,Total,Provincial,2016,3,,,90,204
2016_q2,,Breast Cancer Surgery,,Total,Provincial,2016,2,7,32,16,33
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Shettar, Channabasav",,,,,30,36,60,246
12month_rolling,,Aesthetic Surgery,,Zone 3,St. Marthas Regional,2017,3,169,390,89,217
2015_q3,,Endarterectomy,,Total,Provincial,2015,3,22,74,69,161
2015_q3,,Brain Surgery  (Adult),,Zone 4,QE2,2015,3,16,194,20,161
3month_rolling,,Sinus Surgery,,Zone 2,Cumberland Regional,2017,3,,,9,17
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Archibald, Alison",,,,,133,242,20,46
2015_q2,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2015,2,28,48,46,78
2017_q2,,Osteotomy,,Total,Provincial,2017,2,79,203,139,382
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Murphy, Christopher",,,,,20,25,29,43
2016_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2016,4,68,90,37,76
3month_rolling,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2017,3,15,33,15,23
12month_rolling,Thoracic Surgery,Hernia Repair - Incisional,"McGory,Rodney W",,,,,186,238,40,61
12month_rolling,Obstetrics/Gynaecology,All,"Nette, Farrell",,,,,46,336,28,74
2017_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2017,1,95,216,56,222
2017_q1,,Nerve Surgery,,Total,Provincial,2017,1,37,267,36,127
2016_q2,,Orthopaedic Trauma,,IWK,IWK,2016,2,,,53,204
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"MacDonald, Joseph Gerard",,,,,31,48,60,125
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Archibald, Alison",,,,,21,44,33,44
3month_rolling,,Kidney Stone Surgery,,Zone 4,QE2,2017,3,37,71,54,159
2015_q2,,Varicose Veins,,Total,Provincial,2015,2,276,298,196,383
2015_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,St. Marthas Regional,2015,3,17,41,36,75
2017_q2,,Kidney Stone Surgery,,Total,Provincial,2017,2,19,76,37,107
2015_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2015,4,24,55,50,85
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Pierce, Marianne",,,,,187,240,168,211
2016_q4,,Pilonidal Cyst Surgery,,Total,Provincial,2016,4,68,188,40,120
12month_rolling,,Lacrimal Duct Probing,,Total,Provincial,2017,3,100,351,99,337
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Hoogerboord, C Marius",,,,,120,124,59,118
2016_q4,,Orthopaedic Trauma,,IWK,IWK,2016,4,,,3,55
2015_q2,,Male Circumcision  (Adult),,Zone 4,Dartmouth General,2015,2,45,84,,
2016_q3,,Endometrial Ablation,,Zone 3,Northside General,2016,3,42,56,37,52
2016_q3,,Nerve Surgery,,Total,Provincial,2016,3,49,166,34,129
2016_q3,,Colorectal Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2016,3,,,36,43
12month_rolling,Ophthalmology,Cataract Surgery,"Archibald, Curtis",,,,,56,111,57,189
2017_q2,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2017,2,56,348,78,215
2015_q3,,Tendon / Ligament Repair,,Zone 4,QE2,2015,3,75,720,83,244
2016_q3,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2016,3,29,74,62,99
2017_q2,,Hip Replacement Revision,,Total,Provincial,2017,2,124,817,48,120
2015_q3,,Cataract Surgery,,Zone 3,Glace Bay,2015,3,146,327,77,250
2015_q3,,Insertion Vascular Access Catheter,,IWK,IWK,2015,3,,,53,99
2016_q4,,Shoulder Arthroplasty,,Total,Provincial,2016,4,74,278,125,523
2015_q3,,Bowel Resection - Open,,Zone 1,Yarmouth Regional,2015,3,,,53,153
2015_q2,,Cardiovascular Surgery,,Total,Provincial,2015,2,,,41,111
2017_q2,,Prostate Surgery,,Zone 4,QE2,2017,2,20,127,47,147
3month_rolling,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2017,3,,,66,566
12month_rolling,,Pacemaker Insertion,,Zone 4,QE2,2017,3,,,21,46
12month_rolling,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2017,3,20,70,37,123
2016_q3,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2016,3,97,147,142,490
12month_rolling,,Wound Management,,Total,Provincial,2017,3,7,104,17,158
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Archibald, Alison",,,,,17,27,15,24
2017_q1,,Head and Neck Surgery,,Total,Provincial,2017,1,23,73,37,298
2016_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2016,4,26,67,64,96
2016_q2,,Peritoneal Lavage or Catherization,,Total,Provincial,2016,2,,,21,35
2016_q4,,Bowel Resection - Open,,Zone 1,South Shore Regional,2016,4,60,170,,
2017_q2,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2017,2,6,13,19,27
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Frank, Simon",,,,,113,181,116,216
12month_rolling,General Surgery,Gallbladder Surgery,"Lefel, Oleg",,,,,10,29,39,75
2016_q3,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2016,3,7,37,36,71
12month_rolling,General Surgery,Gallbladder Surgery,"Lamey, Alicia",,,,,30,101,28,81
12month_rolling,Otolaryngology (ENT),Septoplasty,"Maltby, Catherine Christine",,,,,98,98,125,288
2016_q4,,Lacrimal Duct Probing,,Total,Provincial,2016,4,,,120,339
12month_rolling,Urology,Cystoscopy,"Lantz, Andrea",,,,,40,88,48,192
2017_q2,,Bladder Surgery,,Zone 4,QE2,2017,2,14,39,32,90
12month_rolling,Urology,Prostate Surgery,"Palmer, Bruce",,,,,81,180,50,219
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Redwan, Hani",,,,,15,43,14,24
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Dickson, Lisa Marie",,,,,26,142,33,181
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Johnson, Liane",,,,,91,121,147,225
2016_q3,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2016,3,18,49,,
12month_rolling,Urology,Kidney Stone Surgery,"Padmore, Dave",,,,,13,20,66,80
2016_q3,,Cystoscopy,,Zone 3,Northside General,2016,3,34,128,49,140
12month_rolling,Vascular Surgery,Vascular Bypass Surgery,"Smith, Matthew",,,,,22,35,11,58
2015_q4,,Cataract Surgery,,Zone 1,South Shore Regional,2015,4,92,171,115,268
12month_rolling,Thoracic Surgery,Lung Cancer Surgery,"Henteleff, Harry J",,,,,29,44,43,71
2015_q2,,Shoulder Surgery,,Zone 4,QE2,2015,2,58,147,137,271
2016_q2,,Liver Surgery,,Total,Provincial,2016,2,13,24,28,93
2017_q1,,Bladder Cancer Surgery,,Zone 3,Cape Breton Regional,2017,1,18,58,28,84
2017_q2,,Hip Replacement Revision,,Zone 4,QE2,2017,2,,,48,106
2017_q1,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2017,1,18,50,43,64
2015_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2015,3,57,97,61,154
2016_q1,,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),,Total,Provincial,2016,1,15,44,40,95
2015_q4,,Knee Scope with ACL Repair,,Zone 4,Dartmouth General,2015,4,45,122,52,238
2015_q3,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2015,3,13,115,37,69
2015_q4,,Shoulder Surgery,,Zone 4,QE2,2015,4,53,111,163,295
3month_rolling,,Knee Scope with ACL Repair,,Zone 1,Valley Regional,2017,3,,,118,167
3month_rolling,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2017,3,56,229,33,86
12month_rolling,Obstetrics/Gynaecology,All,"Tynski, Gregory",,,,,76,241,73,189
2015_q4,,Liver Surgery,,Total,Provincial,2015,4,13,22,23,49
2017_q2,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2017,2,17,58,24,43
2017_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2017,2,47,76,83,118
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Baskett, Roger J",,,,,,,7,38
2016_q1,,Prostate Surgery,,Zone 1,Valley Regional,2016,1,37,42,48,100
12month_rolling,General Surgery,Breast Cancer Surgery,"Proctor, Irma Joan",,,,,21,51,15,26
2015_q3,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2015,3,120,367,88,174
2015_q2,,Shoulder Surgery,,Total,Provincial,2015,2,59,204,129,370
12month_rolling,,Synovectomy,,Total,Provincial,2017,3,21,35,26,57
2016_q1,,Shoulder Arthroplasty,,Zone 4,QE2,2016,1,54,92,239,379
12month_rolling,Urology,Prostate Cancer Surgery,"Rendon, Ricardo",,,,,7,15,61,131
2015_q2,,Hernia Repair  (Pediatric),,Total,Provincial,2015,2,12,84,51,108
12month_rolling,Vascular Surgery,Hernia Repair - Umbilical,"Heisler, Benjamin",,,,,28,56,33,54
2017_q1,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2017,1,44,201,47,215
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Murphy, Nadia L",,,,,146,363,270,325
2016_q3,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2016,3,,,206,1525
12month_rolling,,Tendon / Ligament Repair,,Zone 1,Yarmouth Regional,2017,3,,,129,223
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Gardner, Angus J",,,,,26,40,54,77
12month_rolling,Orthopaedic,Hip Replacement,"Boudreau, Dennis Todd",,,,,161,444,280,382
2016_q2,,Cervical Spine (Neck) Surgery,,Total,Provincial,2016,2,43,188,50,122
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Smith, Philip Michael",,,,,24,97,39,83
2017_q1,,Pelvic Floor Repair,,Total,Provincial,2017,1,54,196,80,212
12month_rolling,Otolaryngology (ENT),Septoplasty,"Kujath, Magdalena",,,,,220,427,110,231
12month_rolling,Vascular Surgery,Gastrointestinal Tract Surgery,"Heisler, Benjamin",,,,,11,21,23,98
12month_rolling,,Lymph Node Biopsy,,Zone 1,South Shore Regional,2017,3,17,50,10,22
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Clifton, Neil",,,,,25,69,57,96
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Smith, Andrew Neil",,,,,59,127,46,86
2016_q2,,Thyroid or Parathyroid Surgery,,Total,Provincial,2016,2,36,185,78,187
3month_rolling,General Surgery,,,,,2017,3,,,31,119
2015_q4,,Male Reproductive System Surgery,,Zone 4,QE2,2015,4,42,141,49,287
2016_q3,,Cystoscopy,,Zone 1,South Shore Regional,2016,3,43,178,,
2016_q2,,Female Incontinence Surgery,,Zone 4,QE2,2016,2,79,146,73,162
2016_q3,,Brain Surgery  (Adult),,Zone 4,QE2,2016,3,26,131,29,104
2016_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2016,3,36,53,61,104
12month_rolling,General Surgery,Hernia Repair  (Adult),"Abdul Kadir, Najeeb Ahmed",,,,,27,57,60,129
3month_rolling,,Septoplasty,,Zone 1,Yarmouth Regional,2017,3,114,197,,
2016_q1,,Cystoscopy,,Zone 3,Inverness Consolidated Memorial,2016,1,21,64,27,100
12month_rolling,,Gastric Surgery - Laparoscopic,,Total,Provincial,2017,3,55,211,73,324
2017_q2,,Cystoscopy,,Total,Provincial,2017,2,33,154,34,154
2015_q3,,Male Circumcision  (Pediatric),,Total,Provincial,2015,3,55,77,82,202
3month_rolling,,Hernia Repair - Incisional,,Zone 4,QE2,2017,3,,,23,45
2016_q1,,Vascular Bypass Surgery,,Zone 1,Valley Regional,2016,1,,,67,88
2017_q1,,Breast Cancer Surgery,,IWK,IWK,2017,1,7,16,10,27
2016_q1,,Hernia Repair - Laparoscopic Ventral,,Total,Provincial,2016,1,28,38,106,350
2016_q2,,Prostate Cancer Surgery,,Total,Provincial,2016,2,9,64,39,74
2015_q3,,Lung Cancer Surgery,,Total,Provincial,2015,3,29,49,50,88
2015_q3,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2015,3,70,114,95,471
2016_q4,,Ankle - Arthrodesis,,Total,Provincial,2016,4,,,231,389
2016_q3,,Breast Cancer Surgery,,IWK,IWK,2016,3,12,20,16,34
2015_q3,,Septoplasty,,Total,Provincial,2015,3,57,339,98,211
2016_q1,,Bowel Resection - Open,,Total,Provincial,2016,1,19,71,35,100
2017_q1,,Hernia Repair - Umbilical,,Zone 2,Aberdeen Hospital,2017,1,36,50,,
2016_q4,,Hernia Repair - Inguinal/Femoral,,Zone 1,Valley Regional,2016,4,17,50,34,85
2015_q4,,Knee Scope,,Zone 1,Valley Regional,2015,4,31,148,71,212
2016_q1,,Bladder Surgery,,Total,Provincial,2016,1,12,40,34,74
2017_q1,,Hernia Repair - Laparoscopic Inguinal Femoral,,Total,Provincial,2017,1,53,160,73,221
12month_rolling,Vascular Surgery,All,"MacKean, Gerald L",,,,,286,368,48,666
12month_rolling,Thoracic Surgery,Hernia Repair - Inguinal/Femoral,"McGory,Rodney W",,,,,136,326,87,243
2015_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2015,2,55,185,74,209
2016_q3,,Cataract Surgery,,Zone 3,Glace Bay,2016,3,110,349,64,161
2017_q2,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2017,2,18,42,25,36
3month_rolling,,Hip Replacement,,Zone 1,Valley Regional,2017,3,97,317,325,578
2016_q3,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2016,3,29,65,64,90
2015_q3,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2015,3,19,29,36,67
2017_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Valley Regional,2017,1,183,268,84,124
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Minor, Samuel",,,,,73,132,52,189
12month_rolling,Urology,Prostate Surgery,"Rendon, Ricardo",,,,,7,15,73,159
2016_q1,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2016,1,9,69,16,29
2016_q3,,Bowel Resection - Open,,Zone 1,Valley Regional,2016,3,22,59,30,79
2016_q2,,Bowel Resection,,Zone 1,Yarmouth Regional,2016,2,14,42,22,75
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Davies, Dafydd Alexander",,,,,34,61,60,93
2017_q2,,Knee Scope,,Zone 4,Hants Community Hospital,2017,2,92,245,54,311
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,South Shore Regional,2017,3,,,46,82
2016_q4,,Hip Replacement,,Zone 4,Dartmouth General,2016,4,191,389,730,852
12month_rolling,Plastic Surgery,,,,,2017,3,,,26,181
2015_q4,,Cataract Surgery,,Zone 3,St. Marthas Regional,2015,4,87,379,96,157
2017_q2,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2017,2,16,63,35,76
2015_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,Cape Breton Regional,2015,4,159,243,14,71
2015_q3,,Prostatectomy,,Zone 4,QE2,2015,3,15,57,57,98
2016_q3,,Strabismus Surgery  (Adult),,Zone 4,QE2,2016,3,549,728,211,316
2016_q4,,Cataract Surgery,,Zone 2,Aberdeen Hospital,2016,4,90,141,174,182
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Maltby, Catherine Christine",,,,,108,177,122,181
2017_q2,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2017,2,134,182,105,231
3month_rolling,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2017,3,103,213,84,193
2016_q4,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2016,4,38,153,33,86
2016_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 4,QE2,2016,2,7,42,17,48
2016_q3,,Gastric Surgery - Laparoscopic,,Total,Provincial,2016,3,56,91,122,509
12month_rolling,,Thoroscopy / Pleuroscopy,,Zone 4,QE2,2017,3,18,36,26,50
2016_q3,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2016,3,95,161,111,219
2016_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2016,2,29,90,49,138
2016_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2016,1,55,72,117,144
2015_q2,,Hip Replacement,,Zone 4,Dartmouth General,2015,2,83,186,133,678
3month_rolling,,Back Surgery  (Pediatric),,IWK,IWK,2017,3,,,222,434
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Davis, George R",,,,,27,59,33,152
2015_q3,,Pilonidal Cyst Surgery,,Total,Provincial,2015,3,58,211,54,92
2016_q1,,Hysterectomy  (Cancer Not Suspected),,IWK,IWK,2016,1,83,175,93,176
2017_q1,,Septoplasty,,Zone 3,Cape Breton Regional,2017,1,62,214,50,90
3month_rolling,,Knee Scope,,Zone 3,New Waterford,2017,3,118,166,49,133
12month_rolling,,Orthopaedic Trauma,,IWK,IWK,2017,3,13,96,5,73
12month_rolling,General Surgery,Pacemaker Insertion,"Dunn, Rex S",,,,,,,36,83
2016_q3,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2016,3,41,53,92,228
3month_rolling,,Knee Scope with ACL Repair,,Total,Provincial,2017,3,36,214,72,212
2016_q1,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2016,1,28,60,45,80
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Davies, Dafydd Alexander",,,,,27,55,103,162
2015_q2,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2015,2,44,132,49,113
2017_q1,,Kidney Stone Surgery,,Total,Provincial,2017,1,33,102,34,143
2017_q2,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2017,2,36,123,70,99
2015_q2,,Cataract Surgery,,Zone 2,Aberdeen Hospital,2015,2,91,126,106,158
2015_q2,,Bowel Resection - Open,,Zone 1,South Shore Regional,2015,2,12,95,22,31
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Brennan, Michael",,,,,90,464,62,218
2015_q3,,Shoulder Arthroplasty,,Total,Provincial,2015,3,74,238,168,410
12month_rolling,,Prostate Surgery,,Zone 2,Colchester East Hants Health Centre,2017,3,18,43,70,139
12month_rolling,Otolaryngology (ENT),All,"Brown, Timothy",,,,,58,253,122,499
12month_rolling,Plastic Surgery,Breast Reconstruction,"Atiyah, Abdulrazzak O",,,,,22,40,25,103
2016_q1,,Spinal Cord Stimulation Surgery,,Total,Provincial,2016,1,,,30,44
2015_q3,,Peritoneal Lavage or Catherization,,Zone 4,QE2,2015,3,,,21,35
2016_q4,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2016,4,34,124,45,153
2016_q2,,Shoulder Surgery,,Total,Provincial,2016,2,58,263,152,342
3month_rolling,,Knee Replacement Revision,,Zone 4,QE2,2017,3,,,57,144
12month_rolling,Urology,Male Circumcision  (Adult),"Rent, Kenneth",,,,,113,217,49,87
2017_q1,,Shoulder Arthroplasty,,Zone 4,QE2,2017,1,54,388,57,199
3month_rolling,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2017,3,85,104,48,152
2017_q2,,Brain Surgery  (Adult),,Total,Provincial,2017,2,35,189,20,128
3month_rolling,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2017,3,47,65,34,91
2017_q2,,Female Incontinence Surgery,,IWK,IWK,2017,2,189,322,103,391
2017_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2017,2,35,90,61,103
2015_q3,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2015,3,47,292,59,247
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,Cape Breton Regional,2017,3,14,52,21,44
2016_q2,,Insertion Vascular Access Catheter,,IWK,IWK,2016,2,,,35,86
2016_q1,,Vascular Bypass Surgery,,Total,Provincial,2016,1,35,689,46,88
2017_q2,,AV Fistula Creation/Closure,,Zone 3,Northside General,2017,2,,,15,29
2017_q2,,Hernia Repair  (Adult),,Zone 3,Northside General,2017,2,81,190,30,155
12month_rolling,,Ankle - Arthroscopy,,Total,Provincial,2017,3,100,416,87,216
12month_rolling,Plastic Surgery,All,"Atiyah, Abdulrazzak O",,,,,28,86,13,53
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Orlik, Benjamin",,,,,62,93,46,189
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Dempsey, Ian M",,,,,48,183,44,74
3month_rolling,Otolaryngology (ENT),,,,,2017,3,,,61,261
2015_q3,,Lacrimal Duct Probing,,Total,Provincial,2015,3,,,45,125
2016_q1,,Female Incontinence Surgery,,Zone 1,Valley Regional,2016,1,,,395,580
2017_q1,,Breast Reduction Surgery,,Zone 3,St. Marthas Regional,2017,1,,,192,547
12month_rolling,,Laryngology and Vocal Cord Surgery,,IWK,IWK,2017,3,38,116,82,166
2015_q3,,Knee Replacement,,Zone 4,QE2,2015,3,83,198,298,883
2017_q2,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2017,2,98,159,175,590
2016_q1,,Tubal Ligation,,IWK,IWK,2016,1,,,90,136
2015_q3,,Kidney Removal,,Zone 4,QE2,2015,3,12,28,59,98
2016_q1,,Gastric Surgery,,Zone 4,QE2,2016,1,14,39,44,100
2017_q2,,Hernia Repair - Laparoscopic Incisional,,Zone 4,QE2,2017,2,148,200,51,272
2017_q2,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2017,2,11,67,,
